,date,inpatient_beds_utilization,inpatient_bed_covid_utilization,percent_of_inpatients_with_covid
234,2021-08-23,0.797664624808576,0.085628684642892,0.107095370482292
235,2021-08-24,0.83876284661625,0.08608363529527,0.10239981360671
236,2021-08-25,0.850375355940978,0.079923384990423,0.093788312219044
237,2021-08-26,0.84706386626661,0.079218195969904,0.093355075417856
238,2021-08-27,0.852394316786529,0.079734513274336,0.093271221532091
239,2021-08-28,0.825739130434783,0.078083874363924,0.094349623661613
240,2021-08-29,0.818189768255356,0.081443571869761,0.099279337420673
241,2021-08-30,0.816661748795121,0.093899046104928,0.114684466019417
242,2021-08-31,0.836336924583741,0.098832607835378,0.117792713123452
243,2021-09-01,0.85914756384555,0.088214599824098,0.102430555555556
244,2021-09-02,0.856474664356864,0.089582240866981,0.104293854293854
245,2021-09-03,0.846890785577426,0.089902451885051,0.105812991311543
246,2021-09-04,0.812505405171668,0.090750436300175,0.111301369863014
247,2021-09-05,0.815375142932536,0.090005325758921,0.10994253496693
248,2021-09-06,0.806479859894921,0.102899262899263,0.127032273719971
249,2021-09-07,0.825392156862745,0.10448648113301,0.126060461225953
250,2021-09-08,0.847833652340352,0.091196348635127,0.107257148756065
251,2021-09-09,0.856002775850104,0.092436974789916,0.107634288044032
252,2021-09-10,0.856028430267834,0.089215429021254,0.10389081279283
253,2021-09-11,0.835439681838268,0.090803674962091,0.108240297713982
254,2021-09-12,0.829792907297129,0.090517628061362,0.108634797588286
255,2021-09-13,0.82093450711038,0.100351768614422,0.121754593953764
256,2021-09-14,0.840065872323937,0.099510763209393,0.117967753160886
257,2021-09-15,0.850821524819612,0.08859649122807,0.103792004932689
258,2021-09-16,0.855420649272367,0.088966116420504,0.103664709455355
259,2021-09-17,0.857468643101482,0.091078066914498,0.105820649938297
260,2021-09-18,0.826038062283737,0.088504844200052,0.106815548298746
261,2021-09-19,0.830295024218406,0.094916459296125,0.11400512382579
262,2021-09-20,0.819962034169248,0.10646886668685,0.129431971537235
263,2021-09-21,0.841236283096748,0.104872342589767,0.124246806459388
264,2021-09-22,0.855221238938053,0.087604929451688,0.102113042573124
265,2021-09-23,0.859370822564834,0.085799082651318,0.099499374217772
266,2021-09-24,0.8593443791199,0.087198849334772,0.101147028154327
267,2021-09-25,0.831587357954545,0.089948037986024,0.10771376461753
268,2021-09-26,0.827840806771115,0.091421301344965,0.109921328671329
269,2021-09-27,0.814925970388155,0.10541742470184,0.128749537094186
270,2021-09-28,0.831176528697027,0.099990020955992,0.119727566017445
271,2021-09-29,0.847662808164708,0.089968791796701,0.105754113824547
272,2021-09-30,0.842346713718571,0.090892904833971,0.107518955349621
273,2021-10-01,0.85267658323684,0.094022471910112,0.1099316868103
274,2021-10-02,0.818004780030096,0.090933452434122,0.110820814282604
275,2021-10-03,0.825028968713789,0.092021228748763,0.111219830397913
276,2021-10-04,0.811813594538439,0.100849575212394,0.123758125843248
277,2021-10-05,0.830745341614907,0.099098216036071,0.118801410105758
278,2021-10-06,0.854191980558931,0.087915936952715,0.102553626149132
279,2021-10-07,0.858450643406166,0.087130783305742,0.101163378856854
280,2021-10-08,0.851483435688954,0.08491142333537,0.099397282664215
281,2021-10-09,0.83955872133426,0.083085013146363,0.098636978462179
282,2021-10-10,0.83435475398354,0.084187279151943,0.100506222315967
283,2021-10-11,0.820289571512424,0.092706068392963,0.1125374925015
284,2021-10-12,0.828165498704041,0.089886550955105,0.108117564730581
285,2021-10-13,0.857800234593522,0.085063752276867,0.098835978835979
286,2021-10-14,0.848463123935837,0.085210312075984,0.100095632770163
287,2021-10-15,0.837299441139355,0.081961248066952,0.097553053269814
288,2021-10-16,0.822432432432432,0.082484539832666,0.099966934861678
289,2021-10-17,0.816298718997002,0.082546088232597,0.100795161832232
290,2021-10-18,0.806093643531588,0.089979349001868,0.111259727626459
291,2021-10-19,0.829145728643216,0.086001561889887,0.103367358911182
292,2021-10-20,0.853286182508194,0.074760661444735,0.087358893521814
293,2021-10-21,0.853309172491156,0.076099259904223,0.0889386384451
294,2021-10-22,0.847373894955798,0.072940353332167,0.085890834191555
295,2021-10-23,0.824237215298668,0.071893157575232,0.086988457502623
296,2021-10-24,0.827360711483128,0.074439067311923,0.089780324737345
297,2021-10-25,0.81025641025641,0.082689864138403,0.101805054151625
298,2021-10-26,0.821938972576284,0.078716348029653,0.095536876997751
299,2021-10-27,0.848616803278688,0.069176430048243,0.081299989875468
300,2021-10-28,0.841015591718497,0.070059314020459,0.083103905373713
301,2021-10-29,0.853703059805285,0.068157894736842,0.079626972740316
302,2021-10-30,0.824687716863289,0.065126050420168,0.078713499788405
303,2021-10-31,0.819313533700872,0.068300125650691,0.083051402379133
304,2021-11-01,0.819320573203728,0.076050632911392,0.092544670363524
305,2021-11-02,0.833559256390395,0.070995501662429,0.084912280701754
306,2021-11-03,0.837135506003431,0.06160235334833,0.07333401998146
307,2021-11-04,0.852667011910927,0.058254963427377,0.068105466761682
308,2021-11-05,0.831637451902522,0.063227809885276,0.075840662183135
309,2021-11-06,0.816781411359725,0.064068061463669,0.078277471361901
310,2021-11-07,0.812042380911362,0.062999652415711,0.077391118701964
311,2021-11-08,0.800558551617874,0.073018959649976,0.090975166565718
312,2021-11-09,0.822149899492677,0.072664025509711,0.088118115772205
313,2021-11-10,0.842087312414734,0.059769521843825,0.070766724366154
314,2021-11-11,0.847047765530206,0.060673963630096,0.071450319699584
315,2021-11-12,0.839870118772964,0.057662471987588,0.068453903611992
316,2021-11-13,0.828503034966231,0.059417040358744,0.071487860551982
317,2021-11-14,0.816080143847932,0.061231539856637,0.074828496042216
318,2021-11-15,0.809427414690573,0.066089157095581,0.081414868105516
319,2021-11-16,0.824095238095238,0.067705327947682,0.081927150005819
320,2021-11-17,0.843025723745649,0.063634806440562,0.075293879205513
321,2021-11-18,0.84502849366335,0.064704367973912,0.0763698977008
322,2021-11-19,0.845388019060586,0.064817994505495,0.076494427558257
323,2021-11-20,0.823178525777588,0.065858481643883,0.079725228975853
324,2021-11-21,0.805363395678538,0.06643688065489,0.082108626198083
325,2021-11-22,0.801478352692714,0.074372151653253,0.09234288466169
326,2021-11-23,0.811356707317073,0.07832948421863,0.096160661547549
327,2021-11-24,0.814575174527499,0.069226144464485,0.084708355228586
328,2021-11-25,0.789016844276384,0.067978843319171,0.085861351440149
329,2021-11-26,0.784571477990141,0.069982547993019,0.088824897552331
330,2021-11-27,0.791479433114414,0.073328101839742,0.092255375164546
331,2021-11-28,0.796251511487304,0.074161220043573,0.092731829573935
332,2021-11-29,0.787319884726225,0.085184825846512,0.107690420704035
333,2021-11-30,0.813842482100239,0.086675665252603,0.105989153501533
334,2021-12-01,0.843430502746092,0.081401295601773,0.096221662468514
335,2021-12-02,0.850055314441324,0.082846840659341,0.097229219143577
336,2021-12-03,0.847045877772135,0.084621296217232,0.099668108216836
337,2021-12-04,0.850051177072671,0.090236559139785,0.105884727970122
338,2021-12-05,0.839691384483498,0.090610409821892,0.107608584043536
339,2021-12-06,0.825594671741199,0.106820365033622,0.128912589844656
340,2021-12-07,0.847077737847551,0.109307875894988,0.128622781397439
341,2021-12-08,0.867360758422211,0.101775956284153,0.117011877883577
342,2021-12-09,0.873225065895757,0.108938068279293,0.124485395020584
343,2021-12-10,0.865183917878529,0.110554932251661,0.127462686567164
344,2021-12-11,0.829656449983159,0.107094365241005,0.128775510204082
345,2021-12-12,0.830489957139255,0.114784672770431,0.137671581087951
346,2021-12-13,0.810431387132763,0.127651586258682,0.156790408116209
347,2021-12-14,0.824347986360704,0.12353488372093,0.14917995955965
348,2021-12-15,0.856089179448496,0.116418667568482,0.135438182354677
349,2021-12-16,0.859693236107619,0.120402468927031,0.139512099539532
350,2021-12-17,0.854575846218136,0.123092487985836,0.143474842767296
351,2021-12-18,0.828015826248001,0.12687898089172,0.152495661937328
352,2021-12-19,0.854957805907173,0.146380411639461,0.16921341400882
353,2021-12-20,0.822147971360382,0.154179924790281,0.186711816907987
354,2021-12-21,0.82340804651599,0.159390093758879,0.192739349519011
355,2021-12-22,0.835202833769082,0.14940866161831,0.17818366311517
356,2021-12-23,0.836811818259899,0.15207972270364,0.180965147453083
357,2021-12-24,0.806134007144724,0.155266397045894,0.191789748045178
358,2021-12-25,0.763687004961267,0.161162831547514,0.210122523760449
359,2021-12-26,0.774660160334611,0.169524311966939,0.217877726296757
360,2021-12-27,0.789669704988729,0.206118206118206,0.259957547758771
361,2021-12-28,0.807978621874404,0.213666152659985,0.263677450047574
362,2021-12-29,0.851235370611183,0.225924954080294,0.264353699723672
363,2021-12-30,0.843240938166311,0.225845306719436,0.267148381844087
364,2021-12-31,0.829469214437367,0.241411805020132,0.290276060980634
365,2022-01-01,0.820222793487575,0.246887966804979,0.300157645822386
366,2022-01-02,0.820358774750381,0.262461590986685,0.319082702085711
367,2022-01-03,0.833969465648855,0.304972056272885,0.364463380930447
368,2022-01-04,0.838966388914896,0.314301918895926,0.373385738349242
369,2022-01-05,0.846481698144743,0.293636746734092,0.346046881207787
370,2022-01-06,0.871504604207147,0.305669398907104,0.349098000975134
371,2022-01-07,0.874840357598978,0.314457831325301,0.357674236491778
372,2022-01-08,0.856973795435334,0.319121667805878,0.370425468610533
373,2022-01-09,0.869441816461684,0.321506217931994,0.367714342550229
374,2022-01-10,0.865460876293645,0.367900509204857,0.422609673790776
375,2022-01-11,0.869024856596558,0.36457528957529,0.41817980513729
376,2022-01-12,0.876064096144216,0.32115805419963,0.365552255963215
377,2022-01-13,0.87907214736483,0.320805022791778,0.364008978237533
378,2022-01-14,0.865171392297926,0.311993171148101,0.359567142154452
379,2022-01-15,0.86034891598916,0.302724865465106,0.350891089108911
380,2022-01-16,0.850849167647553,0.297973374035445,0.349130650769995
381,2022-01-17,0.825543427558541,0.317197212281032,0.382901318781264
382,2022-01-18,0.863506021793156,0.324165219069678,0.374178456054361
383,2022-01-19,0.85758665794637,0.268155964059022,0.312038369304556
384,2022-01-20,0.880221182475542,0.264630169898747,0.299795858850977
385,2022-01-21,0.874946319677059,0.24943683936926,0.284289523057174
386,2022-01-22,0.842092071183892,0.233147960903269,0.275927403270842
387,2022-01-23,0.824132231404959,0.226352196016335,0.273735134045555
388,2022-01-24,0.833731485905399,0.258633995755354,0.30926289076018
389,2022-01-25,0.846256556986171,0.244012695969991,0.287739593966202
390,2022-01-26,0.864530164839762,0.200050581689428,0.231106349824698
391,2022-01-27,0.857418434957645,0.191381495564005,0.222955015257407
392,2022-01-28,0.847012086890373,0.181725283147407,0.214278542022291
393,2022-01-29,0.819388440860215,0.16976980365606,0.206889438943894
394,2022-01-30,0.865467808974468,0.17008547008547,0.196136408436822
395,2022-01-31,0.796331495913324,0.186619380810889,0.233986299723591
396,2022-02-01,0.812530213671082,0.176109215017065,0.216391085549964
397,2022-02-02,0.832284402109202,0.148928877463582,0.178769800452582
398,2022-02-03,0.848456015915578,0.140503791510503,0.16540119023189
399,2022-02-04,0.839789491847123,0.133802816901408,0.15908621046103
400,2022-02-05,0.823354816824966,0.121336409467658,0.14722654224987
401,2022-02-06,0.808638323049616,0.119485607221938,0.147559949516197
402,2022-02-07,0.787205516184639,0.134164010431759,0.170262319195881
403,2022-02-08,0.815098261526833,0.124726060028585,0.152795611065717
404,2022-02-09,0.833753360215054,0.104951333051206,0.12577340501065
405,2022-02-10,0.834483934202676,0.095585709378221,0.114482616745526
406,2022-02-11,0.835685570096656,0.092029297716502,0.110069050809028
407,2022-02-12,0.808387259433566,0.088222843112353,0.108995815899582
408,2022-02-13,0.794167514411665,0.085070037581141,0.106935795576551
409,2022-02-14,0.78037293348712,0.094125630089182,0.120441577772265
410,2022-02-15,0.803436754176611,0.087128140945413,0.108370255059274
411,2022-02-16,0.830577117786028,0.077949676980619,0.09378195950092
412,2022-02-17,0.826367652055726,0.070346598202824,0.085057947019868
413,2022-02-18,0.829770927360981,0.06579737496783,0.079170107349298
414,2022-02-19,0.808249343609723,0.062281375309274,0.076923076923077
415,2022-02-20,0.782506898570115,0.061484039417165,0.078410311493018
416,2022-02-21,0.788989928620319,0.077507149196332,0.09801720912832
417,2022-02-22,0.81296928327645,0.068148293834202,0.083624954748401
418,2022-02-23,0.833065267078642,0.058753304340411,0.070457101953165
419,2022-02-24,0.838962811327192,0.057827805464857,0.068863194515502
420,2022-02-25,0.83554490197757,0.056576110392411,0.067621894650036
421,2022-02-26,0.812057040389378,0.051961459050241,0.063881544156531
422,2022-02-27,0.793974150475049,0.052345636426354,0.065763813651138
423,2022-02-28,0.776783163508237,0.057134626464375,0.073384311790824
424,2022-03-01,0.795110484250118,0.054392115985976,0.068325199381026
425,2022-03-02,0.824995774885922,0.04774061781976,0.057769539697251
426,2022-03-03,0.815959680806384,0.043390002537427,0.053100093158058
427,2022-03-04,0.81101493550577,0.041018629294138,0.050494424573953
428,2022-03-05,0.799862802263763,0.038687392055268,0.048312304540063
429,2022-03-06,0.778879863189397,0.04038577456299,0.051748869027916
430,2022-03-07,0.786504957166234,0.047240275487438,0.059967984238394
431,2022-03-08,0.814620162446249,0.043243763844746,0.053029408291012
432,2022-03-09,0.833006229200444,0.036782399449983,0.044114615543187
433,2022-03-10,0.827064455462472,0.036246233318984,0.043813091893017
434,2022-03-11,0.823418156808803,0.035677173536543,0.043300052548607
435,2022-03-12,0.799396551724138,0.032644556346588,0.040776488450277
436,2022-03-13,0.786601138127263,0.032302882945467,0.040996253030637
437,2022-03-14,0.751158173395103,0.035639412997904,0.047323801088194
438,2022-03-15,0.796765187253297,0.03462657613967,0.043404255319149
439,2022-03-16,0.830077120822622,0.030028475278281,0.03613331948915
440,2022-03-17,0.830044612216884,0.03170626349892,0.038161588853073
441,2022-03-18,0.83071103086579,0.029271672295834,0.035190005205622
442,2022-03-19,0.806416116471982,0.028047740835465,0.034730286076217
443,2022-03-20,0.791879468845761,0.029232747535362,0.036880813324681
444,2022-03-21,0.7833238258224,0.036032582654528,0.04594330400782
445,2022-03-22,0.806359482102056,0.032517985611511,0.040309155766944
446,2022-03-23,0.832821300563236,0.02896184255758,0.034756600660066
447,2022-03-24,0.828359481582538,0.026103383135841,0.031486276540653
448,2022-03-25,0.813354855152493,0.024820267031838,0.030491010409
449,2022-03-26,0.800803968525488,0.024463778103196,0.030531068587401
450,2022-03-27,0.783101713701083,0.024030209406111,0.030674846625767
451,2022-03-28,0.768370759675108,0.028992486996725,0.037733483765827
452,2022-03-29,0.804162271027141,0.030458325275575,0.037874233497655
453,2022-03-30,0.833833490525594,0.026345339898074,0.031573498964803
454,2022-03-31,0.83304779852664,0.026322602917062,0.031576767781344
455,2022-04-01,0.810979253820541,0.02804059865818,0.034533898305085
456,2022-04-02,0.791573708597906,0.027924267312181,0.035219714316868
457,2022-04-03,0.782691147314887,0.026747720364742,0.034093424839495
458,2022-04-04,0.78148827333269,0.028993967697996,0.037027833001988
459,2022-04-05,0.808895735053432,0.029020673590216,0.035816962146622
460,2022-04-06,0.83183028429099,0.02768645094307,0.033257119102058
461,2022-04-07,0.831388912543643,0.028054221002059,0.03373916632274
462,2022-04-08,0.84044558697515,0.024428139835995,0.029040533606978
463,2022-04-09,0.807529610829103,0.025308904985087,0.031329113924051
464,2022-04-10,0.7990964882373,0.025667439265173,0.03210910652921
465,2022-04-11,0.791482407229379,0.031786025777692,0.040151793365161
466,2022-04-12,0.798434995757519,0.028894591768843,0.036151742180997
467,2022-04-13,0.835760448082723,0.027780189252539,0.03317093396911
468,2022-04-14,0.838268013007017,0.027243727907578,0.032476875642343
469,2022-04-15,0.834693001288106,0.026994289669493,0.032294793499638
470,2022-04-16,0.802185510239202,0.025649913344887,0.031924072476273
471,2022-04-17,0.788002077562327,0.027024670909249,0.03422389048355
472,2022-04-18,0.774819102749638,0.032392996108949,0.041697971450038
473,2022-04-19,0.805192326047533,0.033965168863658,0.04208894718016
474,2022-04-20,0.83330483843392,0.031007751937984,0.037163208423661
475,2022-04-21,0.832362015769626,0.02979274611399,0.035780958307405
476,2022-04-22,0.819328093963209,0.030978071702054,0.037739849464645
477,2022-04-23,0.794057025077293,0.032006920415225,0.040230509948896
478,2022-04-24,0.772177937773206,0.033152033152033,0.042861926554303
479,2022-04-25,0.787381158167675,0.037467325007261,0.047496318114875
480,2022-04-26,0.817413030943686,0.035953096230255,0.043884551691507
481,2022-04-27,0.826131511528608,0.030193548387097,0.036494073611978
482,2022-04-28,0.834483948912668,0.031904720507694,0.038173496983566
483,2022-04-29,0.813127873318576,0.032155719430629,0.039515279241307
