,vaccination_date,agerange,firstdailydose,firstdailydosecumulative,seconddailydosecumulative,singledailydosecumulative,thirddailydosecumulative,combinedalldosescumulative,fullyvaccinatedcumulative,firstboosterdailydosecumulative,secondboosterdailydosecumulative,seconddailydose,fullyvaccinated,firstboosterdailydose,singledailydose,secondboosterdailydose,thirddailydose
787,2020-08-22 11:00:00,65 and Older,1.0,289,41,0,0,0,41,1,0,,,,,,
788,2020-08-23 11:00:00,18-49,1.0,499,73,0,0,0,73,0,0,,,,,,
789,2020-08-23 11:00:00,65 and Older,1.0,290,41,0,0,0,41,1,0,,,,,,
790,2020-08-24 11:00:00,18-49,8.0,507,73,0,0,0,73,0,0,,,,,,
791,2020-08-24 11:00:00,50-64,1.0,330,45,0,0,0,45,0,0,,,,,,
792,2020-08-24 11:00:00,65 and Older,1.0,291,41,0,0,0,41,1,0,,,,,,
793,2020-08-25 11:00:00,18-49,8.0,515,74,0,0,0,74,0,0,1.0,1.0,,,,
794,2020-08-25 11:00:00,50-64,3.0,333,45,0,0,0,45,0,0,,,,,,
795,2020-08-25 11:00:00,65 and Older,,291,42,0,0,0,42,1,0,1.0,1.0,,,,
796,2020-08-26 11:00:00,12-17,1.0,75,7,0,0,0,7,0,0,,,,,,
797,2020-08-26 11:00:00,18-49,8.0,523,74,0,0,0,74,0,0,,,,,,
798,2020-08-26 11:00:00,50-64,1.0,334,45,0,0,0,45,0,0,,,,,,
799,2020-08-26 11:00:00,65 and Older,5.0,296,42,0,0,0,42,1,0,,,,,,
800,2020-08-27 11:00:00,18-49,9.0,532,74,0,0,0,74,0,0,,,,,,
801,2020-08-27 11:00:00,50-64,5.0,339,46,0,0,0,46,0,0,1.0,1.0,,,,
802,2020-08-27 11:00:00,65 and Older,3.0,299,43,0,0,0,43,1,0,1.0,1.0,,,,
803,2020-08-28 11:00:00,18-49,12.0,544,74,0,0,0,74,0,0,,,,,,
804,2020-08-28 11:00:00,50-64,6.0,345,46,0,0,0,46,0,0,,,,,,
805,2020-08-28 11:00:00,65 and Older,2.0,301,43,0,0,0,43,1,0,,,,,,
806,2020-08-29 11:00:00,18-49,5.0,549,74,0,0,0,74,0,0,,,,,,
807,2020-08-29 11:00:00,50-64,7.0,352,46,0,0,0,46,0,0,,,,,,
808,2020-08-29 11:00:00,65 and Older,1.0,302,43,0,0,0,43,1,0,,,,,,
809,2020-08-30 11:00:00,18-49,1.0,550,74,0,0,0,74,0,0,,,,,,
810,2020-08-30 11:00:00,50-64,3.0,355,46,0,0,0,46,0,0,,,,,,
811,2020-08-30 11:00:00,65 and Older,1.0,303,43,0,0,0,43,1,0,,,,,,
812,2020-08-31 11:00:00,12-17,1.0,76,7,0,0,0,7,0,0,,,,,,
813,2020-08-31 11:00:00,18-49,7.0,557,74,0,0,0,74,0,0,,,,,,
814,2020-08-31 11:00:00,50-64,7.0,362,46,0,0,0,46,0,0,,,,,,
815,2020-08-31 11:00:00,65 and Older,7.0,310,44,0,0,0,44,1,0,1.0,1.0,,,,
816,2020-09-01 11:00:00,18-49,9.0,566,74,0,0,0,74,0,0,,,,,,
817,2020-09-01 11:00:00,50-64,8.0,370,49,0,0,0,49,0,0,3.0,3.0,,,,
818,2020-09-01 11:00:00,65 and Older,2.0,312,45,0,0,0,45,1,0,1.0,1.0,,,,
819,2020-09-02 11:00:00,18-49,5.0,571,78,0,0,0,78,0,0,4.0,4.0,,,,
820,2020-09-02 11:00:00,50-64,3.0,373,53,0,0,0,53,0,0,4.0,4.0,,,,
821,2020-09-02 11:00:00,65 and Older,4.0,316,47,0,0,0,47,1,0,2.0,2.0,,,,
822,2020-09-03 11:00:00,18-49,6.0,577,78,0,0,0,78,0,0,,,,,,
823,2020-09-03 11:00:00,50-64,5.0,378,54,0,0,0,54,0,0,1.0,1.0,,,,
824,2020-09-03 11:00:00,65 and Older,3.0,319,48,0,0,0,48,1,0,1.0,1.0,,,,
825,2020-09-04 11:00:00,18-49,10.0,587,79,0,0,0,79,0,0,1.0,1.0,,,,
826,2020-09-04 11:00:00,50-64,3.0,381,54,0,0,0,54,0,0,,,,,,
827,2020-09-04 11:00:00,65 and Older,4.0,323,48,0,0,0,48,1,0,,,,,,
828,2020-09-05 11:00:00,18-49,9.0,596,79,0,0,0,79,0,0,,,,,,
829,2020-09-05 11:00:00,50-64,4.0,385,54,0,0,0,54,0,0,,,,,,
830,2020-09-05 11:00:00,65 and Older,1.0,324,48,0,0,0,48,1,0,,,,,,
831,2020-09-06 11:00:00,18-49,3.0,599,79,0,0,0,79,0,0,,,,,,
832,2020-09-06 11:00:00,50-64,3.0,388,54,0,0,0,54,0,0,,,,,,
833,2020-09-07 11:00:00,18-49,1.0,600,79,0,0,0,79,0,0,,,,,,
834,2020-09-07 11:00:00,65 and Older,1.0,325,48,0,0,0,48,1,0,,,,,,
835,2020-09-08 11:00:00,18-49,6.0,606,84,0,0,0,84,0,0,5.0,5.0,,,,
836,2020-09-08 11:00:00,50-64,2.0,390,57,0,0,0,57,0,0,3.0,3.0,,,,
837,2020-09-08 11:00:00,65 and Older,3.0,328,49,0,0,0,49,1,0,1.0,1.0,,,,
838,2020-09-09 11:00:00,18-49,6.0,612,86,0,0,0,86,0,0,2.0,2.0,,,,
839,2020-09-09 11:00:00,50-64,5.0,395,57,0,0,0,57,0,0,,,,,,
840,2020-09-09 11:00:00,65 and Older,6.0,334,50,0,0,0,50,1,0,1.0,1.0,,,,
841,2020-09-10 11:00:00,18-49,7.0,619,87,0,0,0,87,0,0,1.0,1.0,,,,
842,2020-09-10 11:00:00,50-64,9.0,404,59,0,0,0,59,0,0,2.0,2.0,,,,
843,2020-09-10 11:00:00,65 and Older,3.0,337,53,0,0,0,53,1,0,3.0,3.0,,,,
844,2020-09-11 11:00:00,18-49,6.0,625,87,0,0,0,87,0,0,,,,,,
845,2020-09-11 11:00:00,50-64,1.0,405,60,0,0,0,60,0,0,1.0,1.0,,,,
846,2020-09-11 11:00:00,65 and Older,6.0,343,54,0,0,0,54,1,0,1.0,1.0,,,,
847,2020-09-12 11:00:00,18-49,3.0,628,87,0,0,0,87,0,0,,,,,,
848,2020-09-12 11:00:00,50-64,5.0,410,60,0,0,0,60,0,0,,,,,,
849,2020-09-12 11:00:00,65 and Older,3.0,346,54,0,0,0,54,1,0,,,,,,
850,2020-09-13 11:00:00,18-49,3.0,631,88,0,0,0,88,0,0,1.0,1.0,,,,
851,2020-09-13 11:00:00,50-64,2.0,412,60,0,0,0,60,0,0,,,,,,
852,2020-09-13 11:00:00,65 and Older,2.0,348,54,0,0,0,54,1,0,,,,,,
853,2020-09-14 11:00:00,18-49,5.0,636,91,0,0,0,91,0,0,3.0,3.0,,,,
854,2020-09-14 11:00:00,50-64,4.0,416,63,0,0,0,63,0,0,3.0,3.0,,,,
855,2020-09-14 11:00:00,65 and Older,5.0,353,55,0,0,0,55,1,0,1.0,1.0,,,,
856,2020-09-15 11:00:00,18-49,6.0,642,99,0,0,0,99,0,0,8.0,8.0,,,,
857,2020-09-15 11:00:00,50-64,3.0,419,68,0,0,0,68,0,0,5.0,5.0,,,,
858,2020-09-15 11:00:00,65 and Older,2.0,355,60,0,0,0,60,1,0,5.0,5.0,,,,
859,2020-09-16 11:00:00,18-49,5.0,647,108,0,0,0,108,0,0,9.0,9.0,,,,
860,2020-09-16 11:00:00,50-64,3.0,422,70,0,0,0,70,0,0,2.0,2.0,,,,
861,2020-09-16 11:00:00,65 and Older,4.0,359,63,0,0,0,63,1,0,3.0,3.0,,,,
862,2020-09-17 11:00:00,18-49,8.0,655,115,0,0,0,115,0,0,7.0,7.0,,,,
863,2020-09-17 11:00:00,50-64,2.0,424,71,0,0,0,71,0,0,1.0,1.0,,,,
864,2020-09-17 11:00:00,65 and Older,1.0,360,65,0,0,0,65,1,0,2.0,2.0,,,,
865,2020-09-18 11:00:00,18-49,6.0,661,120,0,0,0,120,0,0,5.0,5.0,,,,
866,2020-09-18 11:00:00,50-64,2.0,426,75,0,0,0,75,0,0,4.0,4.0,,,,
867,2020-09-18 11:00:00,65 and Older,3.0,363,68,0,0,0,68,1,0,3.0,3.0,,,,
868,2020-09-19 11:00:00,18-49,6.0,667,122,0,0,0,122,0,0,2.0,2.0,,,,
869,2020-09-19 11:00:00,50-64,6.0,432,79,0,0,0,79,0,0,4.0,4.0,,,,
870,2020-09-20 11:00:00,18-49,3.0,670,126,0,0,0,126,0,0,4.0,4.0,,,,
871,2020-09-20 11:00:00,50-64,,432,84,0,0,0,84,0,0,5.0,5.0,,,,
872,2020-09-20 11:00:00,65 and Older,1.0,364,71,0,0,0,71,1,0,3.0,3.0,,,,
873,2020-09-21 11:00:00,18-49,1.0,671,128,0,0,0,128,0,0,2.0,2.0,,,,
874,2020-09-21 11:00:00,50-64,2.0,434,86,0,0,0,86,0,0,2.0,2.0,,,,
875,2020-09-21 11:00:00,65 and Older,3.0,367,72,0,0,0,72,1,0,1.0,1.0,,,,
876,2020-09-22 11:00:00,18-49,10.0,681,142,0,0,0,142,0,0,14.0,14.0,,,,
877,2020-09-22 11:00:00,50-64,3.0,437,92,0,0,0,92,0,0,6.0,6.0,,,,
878,2020-09-22 11:00:00,65 and Older,3.0,370,75,0,0,0,75,1,0,3.0,3.0,,,,
879,2020-09-23 11:00:00,18-49,3.0,684,147,0,0,0,147,0,0,5.0,5.0,,,,
880,2020-09-23 11:00:00,50-64,2.0,439,93,0,0,0,93,0,0,1.0,1.0,,,,
881,2020-09-23 11:00:00,65 and Older,1.0,371,79,0,0,0,79,1,0,4.0,4.0,,,,
882,2020-09-24 11:00:00,12-17,1.0,77,7,0,0,0,7,0,0,,,,,,
883,2020-09-24 11:00:00,18-49,4.0,688,156,0,0,0,156,0,0,9.0,9.0,,,,
884,2020-09-24 11:00:00,50-64,4.0,443,97,0,0,0,97,0,0,4.0,4.0,,,,
885,2020-09-24 11:00:00,65 and Older,1.0,372,81,0,0,0,81,1,0,2.0,2.0,,,,
886,2020-09-25 11:00:00,18-49,,688,164,0,0,0,164,0,0,8.0,8.0,,,,
887,2020-09-25 11:00:00,50-64,,443,103,0,0,0,103,0,0,6.0,6.0,,,,
888,2020-09-25 11:00:00,65 and Older,,372,82,0,0,0,82,1,0,1.0,1.0,,,,
889,2020-09-26 11:00:00,18-49,1.0,689,170,0,0,0,170,0,0,6.0,6.0,,,,
890,2020-09-26 11:00:00,50-64,,443,108,0,0,0,108,0,0,5.0,5.0,,,,
891,2020-09-26 11:00:00,65 and Older,,372,84,0,0,0,84,1,0,2.0,2.0,,,,
892,2020-09-27 11:00:00,18-49,,689,173,0,0,0,173,0,0,3.0,3.0,,,,
893,2020-09-27 11:00:00,50-64,,443,109,0,0,0,109,0,0,1.0,1.0,,,,
894,2020-09-27 11:00:00,65 and Older,1.0,373,84,0,0,0,84,1,0,,,,,,
895,2020-09-28 11:00:00,18-49,3.0,692,180,0,0,0,180,0,0,7.0,7.0,,,,
896,2020-09-28 11:00:00,50-64,1.0,444,113,0,0,0,113,0,0,4.0,4.0,,,,
897,2020-09-28 11:00:00,65 and Older,1.0,374,87,0,0,0,87,1,0,3.0,3.0,,,,
898,2020-09-29 11:00:00,18-49,,692,188,0,0,0,188,0,0,8.0,8.0,,,,
899,2020-09-29 11:00:00,50-64,,444,119,0,0,0,119,0,0,6.0,6.0,,,,
900,2020-09-29 11:00:00,65 and Older,1.0,375,92,0,0,0,92,1,0,5.0,5.0,,,,
901,2020-09-30 11:00:00,18-49,,692,189,0,0,0,189,0,0,1.0,1.0,,,,
902,2020-09-30 11:00:00,50-64,1.0,445,126,0,0,0,126,0,0,7.0,7.0,,,,
903,2020-09-30 11:00:00,65 and Older,,375,95,0,0,0,95,1,0,3.0,3.0,,,,
904,2020-10-01 11:00:00,18-49,7.0,699,197,0,0,0,197,0,0,8.0,8.0,,,,
905,2020-10-01 11:00:00,50-64,7.0,452,128,0,0,0,128,0,0,2.0,2.0,,,,
906,2020-10-01 11:00:00,65 and Older,2.0,377,100,0,0,0,100,1,0,5.0,5.0,,,,
907,2020-10-02 11:00:00,18-49,3.0,702,204,0,0,0,204,0,0,7.0,7.0,,,,
908,2020-10-02 11:00:00,50-64,2.0,454,133,0,0,0,133,0,0,5.0,5.0,,,,
909,2020-10-02 11:00:00,65 and Older,,377,102,0,0,0,102,1,0,2.0,2.0,,,,
910,2020-10-03 11:00:00,18-49,,702,214,0,0,0,214,0,0,10.0,10.0,,,,
911,2020-10-03 11:00:00,50-64,1.0,455,139,0,0,0,139,0,0,6.0,6.0,,,,
912,2020-10-03 11:00:00,65 and Older,2.0,379,105,0,0,0,105,1,0,3.0,3.0,,,,
913,2020-10-05 11:00:00,18-49,3.0,705,222,0,0,0,222,0,0,8.0,8.0,,,,
914,2020-10-05 11:00:00,50-64,1.0,456,143,0,0,0,143,0,0,4.0,4.0,,,,
915,2020-10-05 11:00:00,65 and Older,,379,108,0,0,0,108,1,0,3.0,3.0,,,,
916,2020-10-06 11:00:00,18-49,1.0,706,232,0,0,0,232,0,0,10.0,10.0,,,,
917,2020-10-06 11:00:00,50-64,3.0,459,147,0,0,0,147,0,0,4.0,4.0,,,,
918,2020-10-06 11:00:00,65 and Older,,379,110,0,0,0,110,1,0,2.0,2.0,,,,
919,2020-10-07 11:00:00,18-49,2.0,708,239,0,0,0,239,0,0,7.0,7.0,,,,
920,2020-10-07 11:00:00,50-64,2.0,461,150,0,0,0,150,0,0,3.0,3.0,,,,
921,2020-10-07 11:00:00,65 and Older,1.0,380,112,0,0,0,112,1,0,2.0,2.0,,,,
922,2020-10-08 11:00:00,18-49,1.0,709,244,0,0,0,244,0,0,5.0,5.0,,,,
923,2020-10-08 11:00:00,50-64,3.0,464,156,0,0,0,156,0,0,6.0,6.0,,,,
924,2020-10-08 11:00:00,65 and Older,3.0,383,119,0,0,0,119,1,0,7.0,7.0,,,,
925,2020-10-09 11:00:00,18-49,,709,246,0,0,0,246,0,0,2.0,2.0,,,,
926,2020-10-09 11:00:00,65 and Older,1.0,384,119,0,0,0,119,1,0,,,,,,
927,2020-10-10 11:00:00,50-64,,464,157,0,0,0,157,0,0,1.0,1.0,,,,
928,2020-10-10 11:00:00,65 and Older,4.0,388,119,0,0,0,119,1,0,,,,,,
929,2020-10-12 11:00:00,18-49,1.0,710,251,0,0,0,251,0,0,5.0,5.0,,,,
930,2020-10-12 11:00:00,50-64,,464,160,0,0,0,160,0,0,3.0,3.0,,,,
931,2020-10-12 11:00:00,65 and Older,2.0,390,122,0,0,0,122,1,0,3.0,3.0,,,,
932,2020-10-13 11:00:00,12-17,1.0,78,7,0,0,0,7,0,0,,,,,,
933,2020-10-13 11:00:00,18-49,,710,257,0,0,0,257,0,0,6.0,6.0,,,,
934,2020-10-13 11:00:00,50-64,1.0,465,160,0,0,0,160,0,0,,,,,,
935,2020-10-13 11:00:00,65 and Older,2.0,392,125,0,0,0,125,1,0,3.0,3.0,,,,
936,2020-10-14 11:00:00,18-49,3.0,713,259,0,0,0,259,0,0,2.0,2.0,,,,
937,2020-10-14 11:00:00,50-64,1.0,466,162,0,0,0,162,0,0,2.0,2.0,,,,
938,2020-10-15 11:00:00,18-49,2.0,715,264,0,0,0,264,0,0,5.0,5.0,,,,
939,2020-10-15 11:00:00,50-64,1.0,467,163,0,0,0,163,0,0,1.0,1.0,,,,
940,2020-10-15 11:00:00,65 and Older,1.0,393,127,0,0,0,127,1,0,2.0,2.0,,,,
941,2020-10-16 11:00:00,18-49,,715,265,0,0,0,265,0,0,1.0,1.0,,,,
942,2020-10-16 11:00:00,50-64,1.0,468,164,0,0,0,164,0,0,1.0,1.0,,,,
943,2020-10-16 11:00:00,65 and Older,1.0,394,127,0,0,0,127,1,0,,,,,,
944,2020-10-17 11:00:00,18-49,,715,273,0,0,0,273,0,0,8.0,8.0,,,,
945,2020-10-17 11:00:00,50-64,,468,169,0,0,0,169,0,0,5.0,5.0,,,,
946,2020-10-17 11:00:00,65 and Older,1.0,395,127,0,0,0,127,1,0,,,,,,
947,2020-10-18 11:00:00,65 and Older,1.0,396,127,0,0,0,127,1,0,,,,,,
948,2020-10-19 11:00:00,50-64,1.0,469,170,0,0,0,170,0,0,1.0,1.0,,,,
949,2020-10-19 11:00:00,65 and Older,,396,128,0,0,0,128,1,0,1.0,1.0,,,,
950,2020-10-20 11:00:00,18-49,2.0,717,274,0,0,0,274,0,0,1.0,1.0,,,,
951,2020-10-20 11:00:00,50-64,2.0,471,172,0,0,0,172,0,0,2.0,2.0,,,,
952,2020-10-20 11:00:00,65 and Older,,396,129,0,0,0,129,1,0,1.0,1.0,,,,
953,2020-10-21 11:00:00,18-49,1.0,718,275,0,0,0,275,0,0,1.0,1.0,,,,
954,2020-10-21 11:00:00,50-64,2.0,473,173,0,0,0,173,0,0,1.0,1.0,,,,
955,2020-10-22 11:00:00,18-49,,718,279,0,0,0,279,0,0,4.0,4.0,,,,
956,2020-10-22 11:00:00,50-64,1.0,474,174,0,0,0,174,0,0,1.0,1.0,,,,
957,2020-10-22 11:00:00,65 and Older,1.0,397,129,0,0,0,129,1,0,,,,,,
958,2020-10-23 11:00:00,12-17,1.0,79,7,0,0,0,7,0,0,,,,,,
959,2020-10-23 11:00:00,18-49,2.0,720,281,0,0,0,281,0,0,2.0,2.0,,,,
960,2020-10-23 11:00:00,50-64,1.0,475,176,0,0,0,176,0,0,2.0,2.0,,,,
961,2020-10-23 11:00:00,65 and Older,2.0,399,129,0,0,0,129,1,0,,,,,,
962,2020-10-24 11:00:00,18-49,1.0,721,282,0,0,0,282,0,0,1.0,1.0,,,,
963,2020-10-24 11:00:00,50-64,1.0,476,178,0,0,0,178,0,0,2.0,2.0,,,,
964,2020-10-25 11:00:00,18-49,2.0,723,282,0,0,0,282,0,0,,,,,,
965,2020-10-25 11:00:00,50-64,1.0,477,178,0,0,0,178,0,0,,,,,,
966,2020-10-26 11:00:00,18-49,,723,283,0,0,0,283,0,0,1.0,1.0,,,,
967,2020-10-26 11:00:00,50-64,1.0,478,179,0,0,0,179,0,0,1.0,1.0,,,,
968,2020-10-26 11:00:00,65 and Older,3.0,402,129,0,0,0,129,1,0,,,,,,
969,2020-10-27 11:00:00,18-49,2.0,725,285,0,0,0,285,0,0,2.0,2.0,,,,
970,2020-10-27 11:00:00,65 and Older,1.0,403,129,0,0,0,129,1,0,,,,,,
971,2020-10-28 11:00:00,18-49,2.0,727,285,0,0,0,285,0,0,,,,,,
972,2020-10-28 11:00:00,50-64,1.0,479,179,0,0,0,179,0,0,,,,,,
973,2020-10-28 11:00:00,65 and Older,3.0,406,131,0,0,0,131,1,0,2.0,2.0,,,,
974,2020-10-29 11:00:00,18-49,1.0,728,287,0,0,0,287,0,0,2.0,2.0,,,,
975,2020-10-29 11:00:00,50-64,,479,181,0,0,0,181,0,0,2.0,2.0,,,,
976,2020-10-29 11:00:00,65 and Older,,406,132,0,0,0,132,1,0,1.0,1.0,,,,
977,2020-10-30 11:00:00,18-49,,728,288,0,0,0,288,0,0,1.0,1.0,,,,
978,2020-10-30 11:00:00,50-64,2.0,481,181,0,0,0,181,0,0,,,,,,
979,2020-10-30 11:00:00,65 and Older,1.0,407,133,0,0,0,133,1,0,1.0,1.0,,,,
980,2020-11-01 10:00:00,18-49,12.0,740,289,0,0,0,289,0,0,1.0,1.0,,,,
981,2020-11-01 10:00:00,50-64,10.0,491,183,0,0,0,183,0,0,2.0,2.0,,,,
982,2020-11-01 10:00:00,65 and Older,2.0,409,133,0,0,0,133,1,0,,,,,,
983,2020-11-02 10:00:00,18-49,,740,290,0,0,0,290,0,0,1.0,1.0,,,,
984,2020-11-02 10:00:00,50-64,1.0,492,184,0,0,0,184,0,0,1.0,1.0,,,,
985,2020-11-02 10:00:00,65 and Older,8.0,417,134,0,0,0,134,1,0,1.0,1.0,,,,
986,2020-11-03 10:00:00,18-49,4.0,744,290,0,0,0,290,0,0,,,,,,
987,2020-11-04 10:00:00,18-49,1.0,745,291,0,0,0,291,0,0,1.0,1.0,,,,
988,2020-11-04 10:00:00,50-64,1.0,493,186,0,0,0,186,0,0,2.0,2.0,,,,
989,2020-11-04 10:00:00,65 and Older,1.0,418,134,0,0,0,134,1,0,,,,,,
990,2020-11-05 10:00:00,18-49,1.0,746,294,0,0,0,294,0,0,3.0,3.0,,,,
991,2020-11-05 10:00:00,50-64,,493,191,0,0,0,191,0,0,5.0,5.0,,,,
992,2020-11-05 10:00:00,65 and Older,,418,136,0,0,0,136,1,0,2.0,2.0,,,,
993,2020-11-06 10:00:00,18-49,1.0,747,294,0,0,0,294,0,0,,,,,,
994,2020-11-06 10:00:00,50-64,1.0,494,191,0,0,0,191,0,0,,,,,,
995,2020-11-06 10:00:00,65 and Older,2.0,420,136,0,0,0,136,1,0,,,,,,
996,2020-11-07 10:00:00,18-49,1.0,748,294,0,0,0,294,0,0,,,,,,
997,2020-11-08 10:00:00,65 and Older,3.0,423,136,0,0,0,136,1,0,,,,,,
998,2020-11-09 10:00:00,18-49,1.0,749,294,0,0,0,294,0,0,,,,,,
999,2020-11-10 10:00:00,18-49,4.0,753,296,0,0,0,296,0,0,2.0,2.0,,,,
1000,2020-11-10 10:00:00,50-64,2.0,496,192,0,0,0,192,0,0,1.0,1.0,,,,
1001,2020-11-10 10:00:00,65 and Older,2.0,425,136,0,0,0,136,1,0,,,,,,
1002,2020-11-11 10:00:00,18-49,3.0,756,297,0,0,0,297,0,0,1.0,1.0,,,,
1003,2020-11-11 10:00:00,50-64,2.0,498,194,0,0,0,194,0,0,2.0,2.0,,,,
1004,2020-11-12 10:00:00,18-49,3.0,759,297,0,0,0,297,0,0,,,,,,
1005,2020-11-12 10:00:00,50-64,1.0,499,195,0,0,0,195,0,0,1.0,1.0,,,,
1006,2020-11-12 10:00:00,65 and Older,2.0,427,136,0,0,0,136,1,0,,,,,,
1007,2020-11-13 10:00:00,12-17,,79,8,0,0,0,8,0,0,1.0,1.0,,,,
1008,2020-11-13 10:00:00,18-49,1.0,760,298,0,0,0,298,0,0,1.0,1.0,,,,
1009,2020-11-13 10:00:00,50-64,1.0,500,195,0,0,0,195,0,0,,,,,,
1010,2020-11-15 10:00:00,18-49,2.0,762,299,0,0,0,299,0,0,1.0,1.0,,,,
1011,2020-11-15 10:00:00,50-64,1.0,501,195,0,0,0,195,0,0,,,,,,
1012,2020-11-16 10:00:00,18-49,1.0,763,299,0,0,0,299,0,0,,,,,,
1013,2020-11-16 10:00:00,50-64,1.0,502,195,0,0,0,195,0,0,,,,,,
1014,2020-11-17 10:00:00,18-49,1.0,764,299,0,0,0,299,0,0,,,,,,
1015,2020-11-17 10:00:00,50-64,,502,196,0,0,0,196,0,0,1.0,1.0,,,,
1016,2020-11-18 10:00:00,18-49,2.0,766,299,0,0,0,299,0,0,,,,,,
1017,2020-11-18 10:00:00,65 and Older,2.0,429,136,0,0,0,136,1,0,,,,,,
1018,2020-11-19 10:00:00,18-49,3.0,769,300,0,0,0,300,0,0,1.0,1.0,,,,
1019,2020-11-19 10:00:00,50-64,1.0,503,197,0,0,0,197,0,0,1.0,1.0,,,,
1020,2020-11-19 10:00:00,65 and Older,2.0,431,138,0,0,0,138,1,0,2.0,2.0,,,,
1021,2020-11-20 10:00:00,18-49,1.0,770,301,0,0,0,301,0,0,1.0,1.0,,,,
1022,2020-11-20 10:00:00,50-64,2.0,505,197,0,0,0,197,0,0,,,,,,
1023,2020-11-20 10:00:00,65 and Older,2.0,433,138,0,0,0,138,1,0,,,,,,
1024,2020-11-21 10:00:00,50-64,1.0,506,197,0,0,0,197,0,0,,,,,,
1025,2020-11-22 10:00:00,18-49,1.0,771,301,0,0,0,301,0,0,,,,,,
1026,2020-11-22 10:00:00,50-64,1.0,507,197,0,0,0,197,0,0,,,,,,
1027,2020-11-22 10:00:00,65 and Older,,433,139,0,0,0,139,1,0,1.0,1.0,,,,
1028,2020-11-23 10:00:00,18-49,3.0,774,302,0,0,0,302,0,0,1.0,1.0,,,,
1029,2020-11-23 10:00:00,50-64,2.0,509,197,0,0,0,197,0,0,,,,,,
1030,2020-11-23 10:00:00,65 and Older,1.0,434,139,0,0,0,139,1,0,,,,,,
1031,2020-11-24 10:00:00,18-49,1.0,775,302,0,0,0,302,0,0,,,,,,
1032,2020-11-24 10:00:00,50-64,1.0,510,197,0,0,0,197,0,0,,,,,,
1033,2020-11-25 10:00:00,18-49,1.0,776,302,0,0,0,302,0,0,,,,,,
1034,2020-11-26 10:00:00,50-64,2.0,512,197,0,0,0,197,0,0,,,,,,
1035,2020-11-28 10:00:00,18-49,1.0,777,302,0,0,0,302,0,0,,,,,,
1036,2020-11-29 10:00:00,18-49,,777,303,0,0,0,303,0,0,1.0,1.0,,,,
1037,2020-11-29 10:00:00,65 and Older,2.0,436,140,0,0,0,140,1,0,1.0,1.0,,,,
1038,2020-11-30 10:00:00,50-64,6.0,518,197,0,0,0,197,0,0,,,,,,
1039,2020-11-30 10:00:00,65 and Older,2.0,438,143,0,0,0,143,1,0,3.0,3.0,,,,
1040,2020-12-01 10:00:00,12-17,2.0,81,8,0,0,0,8,0,0,,,,,,
1041,2020-12-01 10:00:00,18-49,154.0,931,312,0,0,0,312,0,0,9.0,9.0,,,,
1042,2020-12-01 10:00:00,50-64,76.0,594,200,0,0,0,200,1,0,3.0,3.0,1.0,,,
1043,2020-12-01 10:00:00,65 and Older,18.0,456,143,0,0,0,143,1,0,,,,,,
1044,2020-12-02 10:00:00,12-17,2.0,83,8,0,0,0,8,0,0,,,,,,
1045,2020-12-02 10:00:00,18-49,18.0,949,312,0,0,0,312,0,0,,,,,,
1046,2020-12-02 10:00:00,50-64,7.0,601,200,0,0,0,200,1,0,,,,,,
1047,2020-12-02 10:00:00,65 and Older,5.0,461,143,0,0,0,143,1,0,,,,,,
1048,2020-12-03 10:00:00,18-49,10.0,959,314,0,0,0,314,0,0,2.0,2.0,,,,
1049,2020-12-03 10:00:00,50-64,10.0,611,201,0,0,0,201,1,0,1.0,1.0,,,,
1050,2020-12-03 10:00:00,65 and Older,5.0,466,143,0,0,0,143,1,0,,,,,,
1051,2020-12-04 10:00:00,12-17,1.0,84,8,0,0,0,8,0,0,,,,,,
1052,2020-12-04 10:00:00,18-49,4.0,963,315,0,0,0,315,0,0,1.0,1.0,,,,
1053,2020-12-04 10:00:00,50-64,4.0,615,201,0,0,0,201,1,0,,,,,,
1054,2020-12-04 10:00:00,65 and Older,2.0,468,145,0,0,0,145,1,0,2.0,2.0,,,,
1055,2020-12-05 10:00:00,18-49,4.0,967,315,0,0,0,315,0,0,,,,,,
1056,2020-12-06 10:00:00,18-49,4.0,971,315,0,0,0,315,0,0,,,,,,
1057,2020-12-06 10:00:00,50-64,2.0,617,201,0,0,0,201,1,0,,,,,,
1058,2020-12-07 10:00:00,18-49,11.0,982,316,0,0,0,316,0,0,1.0,1.0,,,,
1059,2020-12-07 10:00:00,50-64,2.0,619,201,0,0,0,201,1,0,,,,,,
1060,2020-12-07 10:00:00,65 and Older,1.0,469,145,0,0,0,145,1,0,,,,,,
1061,2020-12-08 10:00:00,18-49,12.0,994,317,0,0,0,317,0,0,1.0,1.0,,,,
1062,2020-12-08 10:00:00,50-64,4.0,623,203,0,0,0,203,1,0,2.0,2.0,,,,
1063,2020-12-08 10:00:00,65 and Older,4.0,473,145,0,0,0,145,1,0,,,,,,
1064,2020-12-09 10:00:00,12-17,1.0,85,8,0,0,0,8,0,0,,,,,,
1065,2020-12-09 10:00:00,18-49,8.0,1002,317,0,0,0,317,0,0,,,,,,
1066,2020-12-09 10:00:00,50-64,3.0,626,203,0,0,0,203,1,0,,,,,,
1067,2020-12-09 10:00:00,65 and Older,4.0,477,145,0,0,0,145,1,0,,,,,,
