,date,tavg,inpatient_beds_utilization,inpatient_bed_covid_utilization,percent_of_inpatients_with_covid,ScaledAvgTemp,ScaledAvgCovid,fullyvaxed,date_year,MD_Population,Percentage MD Population Vaccinated
0,2021-01-01,0.4,0.778392173543173,0.172407868739799,0.220622183137298,-1.367290672959328,1.7040462038453235,1578,2021,6165000,0.0002559610705596107
1,2021-01-02,5.5,0.771494567542134,0.17244060475162,0.222718143271591,-0.7878786882685539,1.7349481233888988,1634,2021,6165000,0.00026504460665044606
2,2021-01-03,2.2,0.774121679520137,0.179214260989962,0.230674983292493,-1.1627923254214076,1.8522602927016767,1748,2021,6165000,0.0002835360908353609
3,2021-01-04,2.6,0.775502392344498,0.198239164086687,0.254724017901542,-1.1173482481907588,2.20682874103725,2206,2021,6165000,0.0003578264395782644
4,2021-01-05,2.4,0.798057886301499,0.200133422281521,0.25,-1.1400702868060832,2.1371798871647973,3055,2021,6165000,0.0004955393349553933
5,2021-01-06,2.5,0.825348542458809,0.181058020477816,0.218695248892095,-1.128709267498421,1.6756363280863509,4372,2021,6165000,0.0007091646390916464
6,2021-01-07,1.3,0.828258118937157,0.183219761499148,0.220547523838819,-1.2650414991903678,1.702945459801088,6722,2021,6165000,0.0010903487429034875
7,2021-01-08,-0.7,0.8251269035533,0.182486117043998,0.220433436532508,-1.4922618853436127,1.7012634064533723,10167,2021,6165000,0.001649148418491484
8,2021-01-09,1.4,0.804633269214686,0.177757135618983,0.22037269681742,-1.2536804798827057,1.7003678866588692,11389,2021,6165000,0.0018473641524736416
9,2021-01-10,0.3,0.776697401508801,0.180702496826069,0.232140915515929,-1.3786516922669902,1.873873356272771,11873,2021,6165000,0.0019258718572587187
10,2021-01-11,-1.1,0.791619371925842,0.203117528927991,0.25602700096432,-1.5377059625742615,2.226039353450062,15956,2021,6165000,0.0025881589618815897
11,2021-01-12,-0.9,0.8,0.199810156620788,0.249171401515152,-1.514983923958937,2.1249633934950176,22252,2021,6165000,0.0036094079480940796
12,2021-01-13,-0.1,0.822163856646615,0.178730321697468,0.21688122923588,-1.4240957694976393,1.6488912156437763,26835,2021,6165000,0.00435279805352798
13,2021-01-14,1.6,0.828944025743077,0.178638618094749,0.214939808622286,-1.2309584412673813,1.6202677592049177,29272,2021,6165000,0.0047480940794809405
14,2021-01-15,3.6,0.826134917267713,0.17866323907455,0.215704531346989,-1.0037380551141364,1.6315424966034353,31758,2021,6165000,0.005151338199513382
